composition_label,n_positions,D_act,D_coke,D_rem,D_CO2,z
Co22Ni15Pd24Rh16Ru31,8,1.637559287250042,1.6047732035319011,-1.1704326629638673,1.1328201975141254,1.0399357814621901
Co24Ni24Pd21Rh19Ru20,8,2.184083178639412,1.905957043170929,-1.3059885501861572,1.024844725926717,1.038532400912139
Co17Ni24Pd17Rh27Ru23,8,1.992637686431408,1.9782118797302246,-1.2805304050445558,0.6587482690811157,1.037759872189454
Co17Ni23Pd28Rh20Ru20,8,2.2196556478738785,1.9346243739128113,-1.1568791071573894,1.262494444847107,1.0359924870955843
Co25Ni17Pd25Rh16Ru25,8,1.8218895681202412,1.9662423531214395,-1.0261884530385335,0.8710605416979109,1.0329656894001873
Co21Ni21Pd21Rh21Ru24,8,1.813003659248352,1.6220098733901978,-1.218045949935913,1.2179616292317708,1.0309958094447478
Co14Ni20Pd24Rh26Ru24,8,2.0556916184723377,1.967658370733261,-1.0878820717334747,1.0700738906860352,1.0306364039764127
Co12Ni24Pd20Rh27Ru25,8,2.5011872686445713,1.8686190605163575,-1.4622109413146973,1.224308626992362,1.0292599108337988
Co21Ni11Pd31Rh26Ru19,8,1.973954115062952,1.8630817830562592,-1.2459519250052316,0.8861307757241386,1.0277200977867813
Co16Ni17Pd28Rh26Ru21,8,1.4808915108442307,1.5045888026555378,-0.9527151584625244,1.4466113703591483,1.02688937751759
Co19Ni17Pd19Rh29Ru24,8,1.5818205922842026,1.6258254945278168,-0.9056616425514221,1.4008566652025496,1.0223648332214492
Co17Ni24Pd26Rh22Ru19,8,2.255763992667198,2.116811434427897,-1.2050209840138753,0.8012814521789551,1.02180770487677
Co24Ni15Pd25Rh24Ru20,8,1.9280741959810257,2.11015248298645,-1.1633676886558533,0.4379943779536656,1.0210227891355892
Co17Ni21Pd27Rh17Ru26,8,1.9621763154864311,1.913529634475708,-1.0653764009475708,1.0422948837280273,1.018436499198939
Co21Ni27Pd22Rh23Ru15,8,2.060259271413088,1.9018553892771402,-1.1359527905782063,1.0596356868743895,1.0140501979863759
Co24Ni21Pd17Rh30Ru16,8,1.9812138974666595,2.083773056666056,-0.9637796084086099,0.8785827159881591,1.0135615826951476
Co21Ni28Pd18Rh21Ru20,8,2.4947215616703033,2.0243775844573975,-1.3899704456329345,0.9497096141179402,1.0108243544260853
Co18Ni14Pd21Rh28Ru27,8,1.8077403381466866,1.470233964920044,-0.9987535953521729,1.807643345424107,1.0086993371107533
Co25Ni20Pd21Rh18Ru24,8,2.191252276301384,1.833064397176107,-1.079498887062073,1.4530349458966936,1.008633287913732
